"Freento","Freento"
"Progress bar","Progress bar"
"General","General"
"Enable Progress bar","Enable Progress bar"
"Progress bar is based on","Progress bar is based on"
"Progress bar threshold","Progress bar threshold"
"Progress bar text","Progress bar text"
"Subtotal","Subtotal"
"Subtotal - Discount","Subtotal - Discount"
"Value must be greater than 0","Value must be greater than 0"
